País,Producto,Elemento,Año,Valor,Z_score
Asia,Otro,Emisiones (CO2eq) (AR5),2001,1632197.1,6.006229
Países Anexo I,Suelos agrícolas,Emisiones (CO2),1998,1631750.5,6.004558
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2010,1631579.9,6.0039196
Asia meridional,Energía,Emisiones (CO2),2015,1630959.9,6.0016003
Países No-Anexo I,Energía,Emisiones (CO2),1965,1627636.1,5.9891653
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,1626020.1,5.9831195
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,1625658.0,5.981765
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,1625258.0,5.9802685
China,Energía,Emisiones (CO2),1994,1624640.8,5.977959
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2005,1624408.8,5.9770913
Asia meridional,Energía,Emisiones (CO2eq) (AR5),2013,1623799.1,5.9748106
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2004,1621248.4,5.9652677
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1970,1621162.8,5.964947
Unión Europea (27),Energía,Emisiones (CO2),2010,1619930.0,5.9603353
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2005,1617590.2,5.951582
Mundo,Desechos,Emisiones (CO2eq) (AR5),2007,1616097.9,5.9459987
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,1615734.8,5.94464
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,1614151.5,5.938717
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1964,1613948.6,5.9379582
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,1613899.6,5.9377747
Países No-Anexo I,Otro,Emisiones (CO2),2011,1612266.0,5.931663
Asia meridional,Energía,Emisiones (CO2eq) (AR5),2012,1611814.1,5.9299726
"China, Continental",Suelos agrícolas,Emisiones (CO2),2008,1610891.8,5.926522
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1979,1609603.8,5.921703
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,1609009.4,5.9194794
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1972,1608550.0,5.917761
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1987,1608401.5,5.9172053
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2002,1606456.2,5.909928
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1969,1605297.1,5.905591
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1992,1602799.2,5.8962464
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,1602419.2,5.8948245
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1995,1601460.4,5.8912373
Países No-Anexo I,Otro,Emisiones (CO2),2009,1601267.8,5.8905168
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2011,1599528.5,5.88401
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2001,1597561.8,5.876652
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2012,1597479.5,5.876344
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2012,1596855.5,5.8740096
"China, Continental",Energía,Emisiones (CO2eq) (AR5),1992,1596088.2,5.871139
Asia,Otro,Emisiones (CO2eq) (AR5),1993,1595459.5,5.868787
Países No-Anexo I,Otro,Emisiones (CO2),2010,1595212.5,5.8678627
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1968,1594368.6,5.864706
Europa,Suelos agrícolas,Emisiones (CO2),1991,1594249.1,5.864259
Europa occidental,Energía,Emisiones (CO2),1967,1593186.6,5.860284
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1978,1592786.0,5.858785
Asia meridional,Energía,Emisiones (CO2),2014,1592636.0,5.858224
Mundo,Desechos,Emisiones (CO2eq) (AR5),2006,1591726.1,5.85482
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2011,1591222.4,5.8529353
"China, Continental",Suelos agrícolas,Emisiones (CO2eq) (AR5),2007,1589947.5,5.8481655
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1986,1589443.4,5.8462796
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2002,1588953.0,5.844445
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1993,1588728.0,5.843603
Europa occidental,Energía,Emisiones (CO2),1965,1588107.6,5.8412824
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1999,1588089.9,5.841216
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2004,1587586.9,5.839334
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,1587021.6,5.837219
"China, Continental",Suelos agrícolas,Emisiones (CO2),2010,1586117.2,5.833836
Europa occidental,Energía,Emisiones (CO2),1964,1585313.2,5.830828
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2009,1584828.9,5.8290157
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,1584618.1,5.8282275
China,Energía,Emisiones (CO2eq) (AR5),1990,1584498.5,5.82778
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2000,1582857.9,5.821642
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,1582756.1,5.8212614
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1971,1582579.5,5.8206005
Asia,Otro,Emisiones (CO2eq) (AR5),1992,1582517.8,5.8203697
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2003,1582160.0,5.8190312
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2008,1579708.8,5.8098607
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2022,1579702.9,5.809839
Europa occidental,Energía,Emisiones (CO2),1966,1576860.2,5.799204
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2022,1576736.9,5.7987423
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2018,1576490.0,5.7978187
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,1575990.5,5.79595
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1997,1575776.5,5.7951493
Unión Europea (27),Energía,Emisiones (CO2),2011,1575484.4,5.7940564
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2021,1574268.9,5.7895093
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2006,1574062.2,5.7887363
Unión Europea (27),Energía,Emisiones (CO2),2009,1571842.2,5.780431
China,Energía,Emisiones (CO2),1979,1571613.5,5.779575
China,Suelos agrícolas,Emisiones (CO2),2007,1571141.2,5.777808
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1989,1570697.0,5.776146
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),1989,1570697.0,5.776146
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2001,1570305.4,5.774681
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,1567122.9,5.762775
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1999,1566798.8,5.7615623
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1998,1566552.4,5.7606406
China,Suelos agrícolas,Emisiones (CO2eq) (AR5),2006,1566208.5,5.759354
"China, Continental",Energía,Emisiones (CO2eq) (AR5),1991,1566194.9,5.759303
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2013,1565253.0,5.7557793
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2019,1564936.9,5.7545967
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2021,1564903.8,5.7544727
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2000,1564118.1,5.7515335
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2007,1564014.1,5.7511444
Europa oriental,Energía,Emisiones (CO2eq) (AR5),1997,1563138.5,5.7478685
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2001,1561960.1,5.74346
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2003,1561858.9,5.743081
Mundo,Desechos,Emisiones (CO2eq) (AR5),2005,1561797.9,5.742853
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1963,1561615.1,5.7421694
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,1561574.5,5.7420173
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,1559905.4,5.7357726
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1998,1559898.2,5.7357464
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1967,1559874.5,5.735657
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2002,1559037.2,5.732525
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2011,1558979.0,5.732307
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1977,1558268.9,5.7296505
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1994,1557447.4,5.726577
Europa,Suelos agrícolas,Emisiones (CO2eq) (AR5),1993,1557256.4,5.7258625
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1985,1556817.9,5.7242217
"China, Continental",Energía,Emisiones (CO2),1982,1556787.8,5.724109
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2020,1555704.9,5.720058
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1995,1553866.2,5.7131796
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1962,1551831.6,5.7055674
Europa occidental,Energía,Emisiones (CO2),1963,1550240.9,5.6996164
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2020,1549787.9,5.6979213
Europa oriental,Energía,Emisiones (CO2),1994,1549520.6,5.696922
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1990,1549353.9,5.6962976
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2021,1548969.1,5.6948586
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2017,1548815.5,5.6942835
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2022,1548151.8,5.6918006
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1970,1546976.1,5.6874022
China,Energía,Emisiones (CO2),1980,1546038.5,5.6838946
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2010,1545879.9,5.683301
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1995,1545560.2,5.682105
Mundo,Desechos,Emisiones (CO2eq) (AR5),2004,1545346.8,5.6813064
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2005,1544956.9,5.6798477
Países No-Anexo I,Otro,Emisiones (CO2),2006,1544441.2,5.677919
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1997,1543503.6,5.674411
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,1543010.6,5.6725664
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2017,1541792.6,5.6680098
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,1541200.2,5.665794
Import netos alim en Des,IPCC Agricultura,Emisiones (CO2eq) (AR5),2022,1540878.5,5.66459
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2004,1540527.2,5.6632757
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2003,1540495.9,5.6631584
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2021,1540123.8,5.6617665
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2010,1539535.1,5.659564
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1969,1538031.8,5.6539397
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2013,1537536.2,5.6520863
China,Energía,Emisiones (CO2),1978,1536938.0,5.649848
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1984,1536832.1,5.6494517
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,1536683.0,5.648894
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,1536347.4,5.6476383
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1988,1536003.5,5.646352
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),1988,1536003.5,5.646352
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2017,1535740.9,5.645369
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,1535392.5,5.644066
"China, Continental",Energía,Emisiones (CO2),1994,1535138.2,5.6431146
Unión Europea (27),Energía,Emisiones (CO2),2012,1532537.2,5.6333838
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,1532430.4,5.632984
Europa oriental,Energía,Emisiones (CO2),1995,1532211.1,5.632164
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2003,1531593.1,5.629852
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2019,1531572.5,5.6297746
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,1531469.2,5.6293883
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2021,1531150.6,5.6281962
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1968,1530607.6,5.626165
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2022,1530446.0,5.6255603
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,1530189.0,5.6245985
Import netos alim en Des,IPCC Agricultura,Emisiones (CO2eq) (AR5),2021,1530030.8,5.6240067
Mundo,Desechos,Emisiones (CO2eq) (AR5),2003,1529184.5,5.6208405
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2021,1529181.2,5.6208286
China,Energía,Emisiones (CO2),1993,1528972.1,5.620046
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1961,1528729.4,5.619138
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1995,1528700.6,5.6190305
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1976,1528556.6,5.6184916
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1983,1527273.1,5.61369
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2019,1527128.6,5.613149
Países No-Anexo I,Otro,Emisiones (CO2),2008,1525851.9,5.6083727
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1966,1525034.6,5.605315
Asia oriental,Suelos agrícolas,Emisiones (CO2),2004,1523895.0,5.601052
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,1522409.2,5.5954933
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,1522304.2,5.5951004
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1975,1521606.4,5.5924897
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,1520904.0,5.589862
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2022,1520539.0,5.588496
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,1519461.5,5.584465
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,1519172.0,5.583382
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,1518903.6,5.582378
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2010,1518903.6,5.582378
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2017,1518374.0,5.5803967
China,Energía,Emisiones (CO2),1981,1518017.9,5.5790644
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,1517269.1,5.576263
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2016,1516428.1,5.573117
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2015,1515370.1,5.5691586
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,1515345.0,5.5690646
Asia,Energía,Emisiones (CO2),1966,1514009.2,5.5640674
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2020,1513341.8,5.56157
"China, Continental",Energía,Emisiones (CO2eq) (AR5),1990,1513252.1,5.561235
Import netos alim en Des,IPCC Agricultura,Emisiones (CO2eq) (AR5),2020,1512682.1,5.5591025
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2017,1512427.8,5.558151
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2020,1512288.4,5.557629
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2022,1512036.0,5.556685
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2010,1512014.4,5.5566044
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1996,1511803.8,5.555816
Asia meridional,Energía,Emisiones (CO2eq) (AR5),2011,1511081.1,5.553113
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1967,1511012.2,5.552855
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2018,1510770.0,5.551949
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2018,1510320.5,5.550267
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1991,1509601.8,5.5475783
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2018,1509507.4,5.547225
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2016,1509318.1,5.546517
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,1509315.5,5.5465074
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1987,1509124.8,5.5457935
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),1987,1509124.8,5.5457935
Asia,Otro,Emisiones (CO2eq) (AR5),1991,1508296.8,5.542696
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2016,1507957.4,5.541426
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2015,1506358.4,5.5354443
Países No-Anexo I,Energía,Emisiones (CO2),1964,1505863.5,5.5335927
Europa oriental,Energía,Emisiones (CO2eq) (AR5),1998,1505095.5,5.5307198
Mundo,Desechos,Emisiones (CO2eq) (AR5),2002,1503419.1,5.524448
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1982,1503096.0,5.523239
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2014,1503045.9,5.5230517
Europa oriental,Energía,Emisiones (CO2eq) (AR5),1999,1502784.9,5.522075
"China, Continental",Suelos agrícolas,Emisiones (CO2eq) (AR5),2006,1502245.0,5.5200553
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,1501750.8,5.518206
Mundo,Desechos,Emisiones (CO2eq) (AR5),2001,1501497.0,5.5172567
Unión Europea (27),Energía,Emisiones (CO2),2013,1501357.5,5.516735
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2001,1501203.5,5.516159
Países No-Anexo I,Otro,Emisiones (CO2),2007,1500934.1,5.515151
Asia,Energía,Emisiones (CO2),1967,1500657.8,5.5141172
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,1500282.5,5.5127134
Países No-Anexo I,Desechos,Emisiones (CO2eq) (AR5),2022,1499987.1,5.511608
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,1499274.5,5.508942
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2015,1499274.5,5.508942
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2016,1499173.5,5.5085645
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2016,1498462.5,5.505904
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2014,1498417.0,5.505734
Europa oriental,Energía,Emisiones (CO2),1996,1496674.0,5.499213
"China, Continental",Suelos agrícolas,Emisiones (CO2),2007,1496346.6,5.4979887
Mundo,Desechos,Emisiones (CO2eq) (AR5),2000,1495928.9,5.4964256
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2000,1495582.1,5.495128
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,1495080.5,5.493252
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,1494983.6,5.4928894
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2019,1493883.1,5.488772
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2013,1492520.4,5.4836736
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1986,1491632.0,5.48035
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),1986,1491632.0,5.48035
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2014,1489977.2,5.4741597
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1974,1488142.0,5.4672937
"China, Continental",Energía,Emisiones (CO2),1979,1485523.5,5.457497
India,Energía,Emisiones (CO2eq) (AR5),2022,1485435.9,5.4571695
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2002,1484000.8,5.4518003
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2015,1483887.8,5.451378
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2015,1483208.1,5.448835
Asia,Otro,Emisiones (CO2eq) (AR5),1990,1482097.2,5.4446793
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1997,1481844.6,5.443734
Países No-Anexo I,Desechos,Emisiones (CO2eq) (AR5),2021,1481069.2,5.440833
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1981,1481010.9,5.4406147
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1973,1480980.8,5.440502
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1965,1480977.1,5.4404883
Países Anexo I,Otro,Emisiones (CO2eq) (AR5),1990,1480133.4,5.4373317
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2017,1480108.1,5.4372373
Países Anexo I,Otro,Emisiones (CO2eq) (AR5),1991,1479780.1,5.4360104
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2014,1479305.6,5.434235
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2019,1478714.6,5.432024
Unión Europea (27),Energía,Emisiones (CO2),2017,1477955.9,5.4291854
África,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,1476956.9,5.425448
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2015,1475979.4,5.421791
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2009,1475699.6,5.4207444
África,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,1475025.4,5.418222
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2018,1473880.6,5.4139395
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1966,1473760.6,5.4134903
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2010,1473101.9,5.411026
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2012,1472285.0,5.40797
